id,result,top1Sim,top2Sim,top3Sim,top4Sim,top5Sim,numberOfTitle,numberOfBody,numberOfCap,numberOfAcronym,isExclm,numberOfExclm,isQues,numberOfQues,isStartNum,hasNumber,isSuperlative,isQuote,numberOfQuote,isStart5W1H,isNeg,numberOfNeg,isPos,numberOfPos,isBaity,numberOfBaity,hasParenthesis,hasMoney,avgWordSent,isForwardReference,numberOfForwardReference,CLScore,rixScore,lixScore,formalityMeasure
855913360151502850,0,0.9660256410256409,1.06125,0.3135897435897436,1.0182098765432097,0.25083333333333335,85,1392,0,4,0,0,0,0,0,0,0,1,1,0,1,57,1,32,1,1,0,0,32.372093023255815,1,11,10.6833908045977,11,3,50.15215989684075
855851740389937152,0,0.0,0.09401709401709402,0.0,1.0625,0.0,18,479,0,1,0,0,0,0,0,0,0,0,0,0,1,25,1,6,0,0,0,0,16.517241379310345,1,2,10.248935281837163,8,2,50.1425855513308
855795860751437824,0,0.10416666666666666,0.0,0.0,0.0,0.12179487179487179,6,219,0,0,0,0,0,0,0,1,0,0,0,0,1,9,1,5,0,0,0,0,14.6,1,2,13.129863013698628,9,3,50.13265306122449
855787287145263105,0,0.0,0.0,0.0,0.0,1.9999999999999991,36,641,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,21,0,0,1,0,7.817073170731708,1,8,7.455912636505456,4,1,50.21623563218391
855743917584781312,0,0.41944444444444445,0.06451612903225806,0.0725,0.1511111111111111,0.05849056603773584,11,1121,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1,33,0,0,0,0,50.95454545454545,1,1,12.945655664585193,12,4,50.14427662957075
855731167114481664,0,0.0,0.18181818181818182,0.0,0.0,0.8181818181818181,19,346,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,6,0,0,0,0,28.833333333333332,1,2,9.123583815028898,9,3,50.07840616966581
855730809969545216,0,1.3417107583774253,0.0686100773820072,0.047979797979797977,0.05914702581369248,0.028149714196225823,53,2678,0,1,1,1,0,0,0,1,0,0,0,0,1,64,1,63,0,0,0,0,40.57575757575758,1,13,8.272770724421207,11,4,50.05113813532897
855514887983955970,0,1.7619047619047623,0.0,0.0,0.06926406926406926,0.0,31,149,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,5,0,0,1,0,16.555555555555557,1,6,8.85234899328859,7,2,50.11849710982659
855420780628238339,0,0.0,1.75,0.058333333333333334,0.06547619047619047,0.16666666666666666,25,270,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,5,0,0,0,0,27.0,1,6,10.739703703703704,11,3,50.13355048859935
855279932997595136,0,1.6883116883116887,0.0354978354978355,0.044407205697528276,0.04184704184704185,0.03696303696303697,19,555,0,3,0,0,0,0,0,0,0,0,0,0,1,24,1,14,0,0,0,0,42.69230769230769,1,3,10.946666666666669,12,4,50.06441223832528
855247160689934336,0,1.3333333333333333,1.3097222222222222,0.33333333333333337,0.10457516339869281,0.044444444444444446,34,12772,0,1,1,2,0,0,0,0,0,0,0,0,1,436,1,372,1,1,0,0,19.26395173453997,1,1,8.51620732853116,8,2,50.11223987626547
855224570713956352,0,0.0,0.07988380537400144,1.6168857029072077,0.11507936507936507,0.06003086419753086,54,474,0,2,0,0,0,0,0,1,0,0,0,0,1,17,1,16,0,0,0,0,29.625,1,5,8.953755274261603,10,3,50.12230919765166
855206973264072704,0,1.595238095238095,0.15802611367127498,0.031512605042016806,0.0,0.07954545454545454,41,1178,0,0,0,0,0,0,0,1,0,0,0,0,1,17,1,45,1,1,1,0,26.772727272727273,1,4,10.083497453310695,10,3,50.17434210526316
855194637828542466,0,0.4290123456790123,0.07240853658536585,0.2625,0.10069444444444443,0.41319444444444436,28,457,0,1,0,0,0,0,0,0,0,0,0,0,1,25,1,9,0,0,0,0,50.77777777777778,1,4,13.184332603938728,12,4,50.1488326848249
855113853948055552,0,1.1976495726495726,0.0,0.16666666666666666,0.09196696696696696,0.0,25,1656,0,0,0,0,0,0,0,1,0,0,0,0,1,36,1,36,1,3,0,0,30.10909090909091,1,6,8.377342995169084,9,3,50.061792220581
855078905975328768,1,0.4764705882352941,0.6290849673202614,0.20361990950226247,0.0,0.12549019607843137,33,293,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,11,0,0,0,0,19.533333333333335,1,4,7.649556313993173,7,2,50.041666666666664
855049665410203651,0,1.6718266253869964,0.06274509803921569,0.07107843137254902,0.13574660633484165,0.0,24,573,0,1,0,0,0,0,0,0,0,0,0,0,1,20,1,13,1,1,0,0,24.91304347826087,1,3,10.236369982547988,10,3,50.104838709677416
855043478895693825,0,1.8823529411764708,0.0,0.0,0.0,0.0,26,392,0,0,0,0,0,0,0,1,0,0,0,0,1,10,1,5,0,0,0,0,35.63636363636363,1,3,13.834387755102036,12,4,50.18934240362812
855026403783344128,1,1.1126678876678877,0.02857142857142857,0.06515151515151515,0.1258894362342638,0.13451413085559427,31,900,0,1,0,0,0,0,0,1,1,0,0,0,1,20,1,21,0,0,0,0,8.571428571428571,1,4,12.622799999999998,6,2,50.285201793721974
855011727418826756,0,0.0,0.0,0.0,0.2416666666666667,0.0,23,1145,0,0,0,0,0,0,0,0,0,0,0,0,1,69,1,51,1,3,0,0,67.3529411764706,1,5,11.198812227074235,12,4,50.102263856362214
854996420268613633,0,1.5208333333333333,0.09970238095238095,0.18402777777777776,0.10416666666666666,0.21875,24,289,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,18,0,0,0,0,17.0,1,5,9.722491349480965,6,1,50.096209912536445
854858902630006787,0,0.0,0.05386178861788618,0.4166666666666667,0.43269230769230765,0.0,12,661,0,0,0,0,0,0,0,1,0,0,0,0,1,11,1,20,1,1,0,1,60.09090909090909,1,1,9.780453857791223,12,4,50.122093023255815
854820706730639360,0,0.0,0.0,0.15625,0.8076923076923077,0.0,14,1259,0,0,0,0,0,0,0,0,0,0,0,0,1,69,1,49,0,0,0,0,43.41379310344828,0,0,9.751675933280378,12,4,50.07484620642516
854811886390476802,0,0.17045454545454547,0.5625,0.0,0.0,0.08522727272727273,15,699,0,0,0,0,0,0,0,1,0,0,0,0,1,23,1,11,0,0,0,0,46.6,1,3,11.130987124463516,12,4,50.08460559796438
854779678363660288,0,0.08333333333333333,0.21428571428571427,0.5541666666666667,0.0,0.08173076923076923,6,630,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,19,0,0,0,0,25.2,1,1,12.40673015873016,12,3,50.140226628895185
854741108252958720,1,0.15178571428571427,1.1988095238095238,1.330952380952381,0.2357142857142857,0.041666666666666664,45,989,0,1,0,0,0,0,0,0,0,0,0,0,1,45,1,47,1,1,0,0,49.45,1,9,7.501921132457028,12,4,49.97090420769919
854718233869299714,1,0.7410714285714286,1.2232142857142856,1.1180555555555551,1.1428571428571428,0.05178571428571428,69,360,0,0,0,0,1,2,0,0,0,0,0,0,1,10,1,25,0,0,0,0,20.0,1,13,9.34333333333333,8,2,50.16745843230404
854700438788222976,0,0.0,0.16493055555555555,0.22916666666666663,0.44791666666666663,0.23998397435897437,28,118,0,0,0,0,0,0,0,1,0,1,1,1,1,4,1,7,0,0,0,0,16.857142857142858,1,3,8.854237288135593,8,2,50.13779527559055
854687470805495808,0,0.16367521367521368,0.9287749287749286,1.2260683760683762,0.17777777777777778,0.13408119658119658,67,637,0,1,0,0,0,0,0,1,0,0,0,0,1,25,1,15,1,1,0,0,33.526315789473685,1,12,9.061726844583983,10,3,50.12328767123287
854671176152436736,0,0.26666666666666666,0.4142857142857143,0.23859649122807017,0.10512820512820513,0.0,25,500,0,0,0,0,0,0,0,1,0,0,0,0,1,17,1,7,0,0,0,0,26.31578947368421,1,3,12.310559999999999,12,3,50.1319073083779
854645776672272384,0,0.3246753246753247,0.0,0.06397306397306397,0.0,0.06331168831168832,23,1346,0,2,0,0,0,0,0,0,0,0,0,0,1,56,1,44,0,0,0,0,37.388888888888886,1,4,11.882199108469536,12,4,50.1217018469657
854519013061394434,1,0.05555555555555555,0.0,0.050505050505050504,0.0,0.2046783625730994,14,1900,0,0,0,0,1,1,0,0,0,0,0,0,1,51,1,80,0,0,0,0,42.22222222222222,1,4,8.591073684210524,11,4,50.091841385597085
854507607637336066,0,0.0,0.4596273291925465,0.0,0.09642857142857142,0.0,29,1530,0,0,0,0,0,0,0,0,0,0,0,0,1,65,1,20,0,0,0,0,22.17391304347826,1,6,10.316627450980391,9,3,50.14639115250291
854461550744219649,1,0.19871794871794873,0.12179487179487179,0.2967032967032967,0.0,0.2408026755852843,21,1444,0,1,0,0,0,0,0,0,0,0,0,0,1,33,1,35,1,1,0,0,38.0,1,2,8.683878116343486,12,4,50.05272206303725
854433102659178496,0,0.9972899728997289,1.170731707317073,1.024390243902439,0.9195121951219514,0.9451219512195123,82,866,0,0,0,0,0,0,0,1,0,0,0,0,1,24,1,23,0,0,0,0,18.041666666666668,1,10,9.806974595842949,8,2,50.109062170706004
854404197437104129,0,0.0,0.15873015873015872,0.4126984126984127,0.6283068783068783,0.11484593837535013,15,331,0,0,0,0,0,0,0,1,0,1,1,0,1,4,1,9,0,0,0,0,36.77777777777778,1,2,9.792990936555888,11,4,50.1265664160401
854351357716963329,0,0.0998389694041868,0.6575757575757576,0.07542087542087542,0.2669220945083014,0.08187134502923976,16,236,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1,5,0,0,0,0,21.454545454545453,1,3,8.582711864406779,8,2,50.173151750972764
854313819396616193,1,0.01699604743083004,0.2865319865319865,0.016666666666666666,0.13703703703703704,0.016827852998065766,17,657,0,0,0,0,0,0,0,0,1,0,0,0,1,20,1,25,0,0,0,0,59.72727272727273,1,1,10.222587519025872,12,4,50.1101108033241
854305973355372545,1,1.0861111111111108,1.125,1.4583333333333333,0.0,0.20277777777777778,45,264,0,0,0,0,0,0,0,1,0,0,0,0,1,8,1,7,0,0,0,0,8.8,1,9,8.521363636363635,5,2,50.088235294117645
854266073658667008,0,0.2282051282051282,0.0,0.2076923076923077,0.634375,0.05714285714285715,12,308,0,0,0,0,0,0,0,0,0,1,1,0,1,8,1,7,0,0,0,0,23.692307692307693,1,4,8.207922077922078,8,2,50.097765363128495
854128850493743105,0,1.1712418300653595,0.4392156862745098,0.08888888888888888,0.05555555555555555,0.0,32,572,0,2,0,0,0,0,0,0,1,0,0,0,1,19,1,26,0,0,0,0,33.64705882352941,1,5,11.949300699300696,12,4,50.13328075709779
